label	message	length	punct
spam	PRIORITY MESSAGE: LIMITED TIME! WhatsApp GOLD version available! Get 10000 new features. Download at http://whatsapp-gold-download.xyz Share with all contacts to unlock! Do not delay!	183	12
ham	Friendly reminder: The quarterly all-hands meeting is on 25th March at 4pm in the main auditorium. The CEO will share business updates and Q4 targets. Remote employees can join via the meeting link on the intranet. Looking forward to your response.	248	6
spam	ACT NOW: Hi, a friend mentioned your contact. I have a business proposal that might interest you. It involves minimal effort and good monthly returns. Can we meet for a quick chat this weekend? Act before it is too late!	220	7
spam	DEAR VALUED CUSTOMER: FINAL WARNING: As per our database your health insurance policy is due for renewal. We are offering a 25% discount on premium if you renew before 31st March. Call our insurance advisor to review the best plan for your family.	247	6
ham	What will we do in the shower, baby?	36	2
spam	ACT NOW: Your name was drawn in our corporate raffle conducted last month. reward value is Rs 25,000 in grocery vouchers. Call our corporate gifting team at 9876543210 to collect your gift.	189	5
spam	FINAL WARNING: EARN FROM HOME: Envelope stuffing work! Pack 100 envelopes per day and earn Rs 600. All materials delivered free to your home. Call 9876543210 to register. Payment weekly!	186	7
spam	ACT NOW: Dear sir, I noticed you are a successful professional. Our wealth management team works exclusively with select individuals. We offer guaranteed portfolio growth. May I schedule a brief call?	200	6
ham	Quick update — Hi team, SELECTED: Your merit scholarship application of Rs 50,000 per year has been approved. Please report to the financial aid office with all original documents by 20th March for disbursement.	211	5
ham	All new joiners are invited to the monthly town hall on 15th March at 3pm in the main conference room. Please RSVP through the HR portal so adequate seating arrangements can be made. Thanks!	190	3
ham	SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!	138	8
ham	This is to inform you that Just wanted to let you know that the hostel mess timings have changed. Dinner is now from 7pm to 9pm instead of 6pm to 8pm starting from Monday. Spread the word!	188	3
ham	Lol well don't do it without me. We could have a big sale together.	67	3
ham	Dear colleague, Please keep this confidential but the project budget has been revised upward to Rs 45 lakh. We can now proceed with the premium vendor we discussed. Please draft the purchase order today. Please take note.	221	5
spam	LIMITED TIME! INVESTMENT OPPORTUNITY: Fixed returns of 40% per month guaranteed! Invest at http://fixed-return-invest.xyz Trusted by 1 lakh investors!	150	11
ham	No da. I am happy that we sit together na	41	1
spam	ACT NOW: Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow	165	12
spam	88800 and 89034 are premium phone services call 08718711108	59	0
spam	Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer	167	7
spam	SPECIAL SELECTED: OFFICIAL COMMUNICATION: This is an automated alert from your internet service provider. We have detected unusual data usage patterns on your connection indicating possible malware infection. Call our technical support team immediately.	253	5
ham	Please note that Dear candidate, your profile has been selected for the HR internship at Tata Consultancy Services. Please confirm your availability by replying to this email or calling 022-67789900 before Thursday.	215	4
ham	HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ	142	4
ham	Kindly be informed that Your application for the MSc Data Science program has been approved. Please pay the semester fee of Rs 45,000 at https://fees.bits-pilani.ac.in and complete enrollment by 31st March.	206	10
ham	kindly see the attached spreadsheet with the updated natural gas price curves for Q3. Let me know if you have questions before the trading desk meeting at 2pm now in Conference Room A.	184	2
spam	IMPORTANT NOTICE: SPECIAL ALERT: Your application to our company has been processed. We are happy to offer you the role of Regional Manager at Rs 12 lakh per annum. To confirm your interest please pay a refundable security deposit of Rs 3,000.	243	6
spam	DEAR USER: MUTUAL FUND guaranteed 50% returns in 6 months! Zero risk investment. Apply at http://mf-guaranteed-returns.net Rs 5000 minimum. RBI approved! Act before it is too late!	180	13
ham	Aight, let me know when you're gonna be around usf	50	2
spam	FINAL WARNING: GOVERNMENT LOAN: Rs 2 lakh at 0% interest under PM Mudra Yojana. No collateral. Call 1800-MUDRA-LOAN. Processing in 48 hours. Apply now!	151	10
spam	act soon Your PhonePe account shows suspicious transaction of Rs 24,999. Block immediately at http://phonepe-block-now.net or call 1800-258-1234! Respond urgently!	163	12
ham	For your information: Can you call me when you get a chance? Something came up at work and I need your input before the meeting tomorrow. It should not take more than 10 minutes of your time. Urgent but not an emergency.	220	5
spam	SPECIAL ALERT: Congratulations! Ur mobile no selected 4 Rs 2 lakh prize in Vodafone 30th anniversary draw. Call 09876543210 within 24 hrs to claim. Ref no: VF2024WIN. Valid 24hrs only. Do not delay!	198	8
ham	For your information: Your MacBook battery replacement request has been approved by IT. Please drop the laptop at the helpdesk on Floor 2 tomorrow morning. It will be returned to you by end of day Thursday. Kindly revert at the earliest.	237	5
spam	DEAR USER: OFFICIAL COMMUNICATION: Dear friend, I have been trying to contact you regarding a very important and time sensitive matter that could benefit you greatly. kindly contact me back as soon as possible. It is very urgent.	229	6
ham	No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear	85	2
spam	ATTENTION: IMPORTANT NOTICE: Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.	135	6
spam	FINAL WARNING: INTERVIEW COACHING: Pay Rs 999 and get actual interview questions that company will ask you! Our insider network covers TCS Wipro Infosys Cognizant. Call 9876543210 now.	184	5
spam	EXCLUSIVE OFFER: SPECIAL ALERT: URGENT! Congratulations! You won a 5-star holiday package worth Rs 1,50,000! To claim visit http://holiday-prize-winner.com or call 1800-FREE-WIN today!	184	17
spam	THIS IS TO INFORM YOU: BSNL OFFER: Get 365 days free validity by calling 1800-BSNL-OFFER. Offer for selected customers only. Valid for next 3 hours. Call now! Offer expires tonight!	181	9
ham	Please note: Following up: Our team won the inter-departmental football tournament. Congratulations to all the players and the coach. Medals will be distributed at the sports day function on 28th March by the principal.	219	6
ham	Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.	104	6
spam	DEAR VALUED CUSTOMER: FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+	169	5
ham	Friendly reminder: CLAIM YOUR REFUND: Due to the fee revision your excess payment of Rs 3,400 will be refunded. Submit your bank details to the accounts office by 10th of this month to process the refund. Thanks for your cooperation.	233	6
ham	The patent filing for our proprietary AI algorithm has been accepted by the Indian Patent Office. This protects our core technology for 20 years. Legal and R&D teams to be commended for this achievement. Best regards.	217	5
ham	This is a reminder that The compliance audit by the internal team is scheduled for the last week of March. All department heads should ensure their documentation is in order and accessible to the audit team.	207	2
ham	Just to let you know that FYI: The conference registration fee of Rs 12,000 per person needs to be paid by tomorrow to lock in the early bird rate. This is for the entire team of 8. Please arrange the payment from petty cash.	225	5
ham	Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)	160	13
spam	IMPORTANT NOTICE: Dear Customer, Our premium credit card with a limit of Rs 5,00,000 has been approved for you based on your excellent credit history. The card comes with Rs 10,000 cashback on the first 3 transactions, free airport lounge access, and zero annual fee for life. To activate this exclusive offer please pay the one-time courier fee of Rs 299 to receive your card. Act before it is too late!	404	12
spam	PRIORITY MESSAGE: PROPERTY DEAL: 2BHK flat in prime location at Rs 15 lakh only! Distress sale. Owner needs urgent cash. Booking amount Rs 50,000 only. Call 9876543210 today. Deal will close by tomorrow evening.	211	9
spam	LIMITED TIME! Genuine looking CBSE marksheet available! 10th 12th all subjects. Perfect for job applications. Visit http://cbse-certificate-buy.xyz Secure delivery guaranteed!	175	11
ham	Dear colleague, I wanted to follow up on our discussion from yesterday about the California power market situation. The regulatory environment is shifting quickly and I think we need to review our hedging positions. Let me know if you have questions.	250	4
ham	Who's there say hi to our drugdealer	36	1
spam	ATTENTION: URGENT: EXCLUSIVE! BIG WIN! You have won a Samsung TV in our Diwali bumper draw! Collect at http://diwali-prize-claim.in Call 09999988888 now!	153	12
